publication_id,target_passage_id,ticker,source_passage_id,heading
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,715fffb9-0e2a-5918-bfc3-4115eabf0422,KP2,071f3a47-2ab0-4f43-85cb-fa11c9360681,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0d9e44e9-8617-54c8-b148-22d367141c79,KP2,ee364f11-390c-448d-b202-af1b27c228bd,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,4e777f19-3c2f-5b82-aeb4-39b2d8d52054,KP2,c56e9cc2-d3ca-4ee4-888f-e491b76b705a,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,b0f20e16-4abd-5a3a-b292-2cc78732c690,KP2,ef7844a5-cbff-417b-9c21-e64cffa695ef,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,ec92d880-0b4f-5092-a407-984a7c42e949,KP2,b1ae4589-6812-4874-8b51-52d52dafdf51,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,09d8207e-e8d6-55cd-bf13-b94f70850627,KP2,528fb733-6fb9-44d1-99f7-bc3bbe1ec779,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9b78c17c-91db-5828-a1d5-44a378bdd0a4,KP2,a68f76c1-981a-4fff-85b7-605c4caeda89,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3108f274-d523-52da-b28c-4662cbcd9ff2,KP2,9da9c642-a5b2-47bc-bcea-5d799c75d840,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,69045241-443c-5047-9c77-5fbf2520c4b4,KP2,300f39cd-d92b-4cc0-a13f-cbb5ad5fa9e6,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e504f21a-7d57-513a-8fd8-61d9c04a1e49,KP2,d0445f99-1a13-43b0-bd45-76a4fd0bcdaf,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3d2fc686-8b40-522a-b974-6648154cec16,KP2,785e6fb7-6026-45eb-9d8f-7bcfa285cf28,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,9b1878ca-e2f3-51c3-84de-65d297aa970a,KP2,36800f37-d514-40e3-9d51-05b0e03fd488,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,23961ec7-4891-5a83-b9ac-db73674012a6,KP2,898b707c-9edf-400c-bcef-759a5899aba3,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,8a36721c-f26e-5fa8-9bee-a0f8b03030de,KP2,25467655-a587-47da-ac2e-bcadac38b3bc,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,e0febd6b-4658-5de2-b6f0-f9be6b78c9c7,KP2,6148f3cf-8b47-4d98-b757-d748cb2eaab3,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fd8d1527-70a8-5469-9473-8ca2abdcf3b0,KP2,14e40456-1ecd-4ebd-b17c-1b99202b9b7d,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,317ec0f0-c2b7-5d87-8777-bd1f8a328b2f,KP2,35c37101-b1f7-4633-816d-c294438b08ba,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,55c441e5-6c99-54e0-91b3-ce5f4ca97f13,KP2,94ac79dc-cc1a-47c3-b0da-5b83c6c9fb45,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,d46efaab-1f00-5f6e-92aa-e9ee4fdaac26,KP2,a50a78dd-fb55-4c42-ae5b-6867d4ea4bb9,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,73e0975e-6b05-54de-acc7-46c714aadb4b,KP2,d7a198f9-247f-4ea6-bc2e-5aa67a4686fb,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fc54f88d-2098-5dbb-88ea-0363bd75bb9d,KP2,ef7818f2-9dff-488a-89ac-fb273c9e116b,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,edd536b5-e4db-5cf3-b6ec-7b582946c142,KP2,da6c6697-c89a-46b7-bdd4-b5422c69ce9f,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,a73ac89e-e1fa-59a5-b3e0-b230658bb41a,KP2,5ceba838-d15c-4197-a119-105962354864,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,3ce9e7f6-8503-53e8-890a-6e9ac738d086,KP2,ff908525-d67b-4405-bec0-f04bdf46a444,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,6d3113c0-a07f-5f12-878a-28a764565c29,KP2,3f24ff7d-df1e-45dd-9aa7-26a03c2a9ec9,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,27287b7c-9fc6-5dfd-8b83-3c01c7ececcb,KP2,b5ce681b-804e-430b-a586-84c6d1dc68af,
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,fddf4731-8628-5ed9-837c-4bd00185f9db,KP2,d54ebcbb-492d-4ec0-b577-83096c0c81e3,
