ticker,report_pair_id,population,analyzed_words,words_vs_baseline_pct,net_tone_change,net_tone_change_delta_vs_baseline,positive_rate_change,negative_rate_change,uncertainty_rate_change,litigious_rate_change,constraining_rate_change,strong_modal_rate_change,weak_modal_rate_change
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,1_all_alignments,72141,1.0,-1.0583150486080957,0.0,-1.5442619273188853,-0.4859468787107897,0.4882473758909409,-0.027870399986473338,-0.8341538015923282,-0.4382655283093242,-0.3525604441872734
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,2_exclude_needs_review,11940,0.16550921112820727,-2.0191473263599153,-0.9608322777518197,-1.552174976571811,0.4669723497881044,3.7389908392300812,1.3560068771548233,0.5783425687783366,-1.1054384846128202,-1.1073365087959257
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,3_high_medium_low,11940,0.16550921112820727,-2.0191473263599153,-0.9608322777518197,-1.552174976571811,0.4669723497881044,3.7389908392300812,1.3560068771548233,0.5783425687783366,-1.1054384846128202,-1.1073365087959257
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,4_high_medium_only,11560,0.1602417487974938,-2.099524401297611,-1.0412093526895152,-1.3821765631814849,0.717347838116126,4.088802069414269,0.403163250361402,0.9232078798263492,-1.078222971475611,-1.0909342089908505
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,5_high_only,11343,0.1572337505717969,-2.587561253338256,-1.5292462047301605,-1.4816597658370867,1.1059014875011695,4.17956938797629,0.3715996632102021,0.6168290063211597,-1.1146055656712703,-1.1248892728426119
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,6_exclude_ambiguous,66550,0.9224989950236343,-1.636439017978061,-0.5781239693699654,-2.015714764186617,-0.3792757462085561,0.6898488391925648,0.14998545490395365,-0.4955291186574353,-0.5854198661249459,-0.26923651147731875
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,7_exclude_collision_flagged,19019,0.26363648965220887,0.08851388454615794,1.1468289331542536,0.2845200260719274,0.19600614152576945,1.1887928043967602,0.05164606268774197,-0.6671986833365224,-0.5117938139839491,-1.1481915322235652
BEL,9586003a-ee0f-45b8-83ed-1eeb58a36532,8_exclude_split_merge_flagged,72141,1.0,-1.0583150486080957,0.0,-1.5442619273188853,-0.4859468787107897,0.4882473758909409,-0.027870399986473338,-0.8341538015923282,-0.4382655283093242,-0.3525604441872734
BEL,f2bf4ba7-cd10-4079-b827-e8a9ee1af1f3,1_all_alignments,86269,1.0,-3.825999233824822,0.0,-1.188880395100112,2.63711883872471,-0.02653165251050993,0.45154657696017164,1.1430039949239248,0.7181961701816295,0.31419096604502283
BEL,f2bf4ba7-cd10-4079-b827-e8a9ee1af1f3,2_exclude_needs_review,20771,0.24077014918452747,-11.472987302757536,-7.646988068932714,-3.2261291354540322,8.246858167303504,-1.6674488432177164,-0.6627011127476372,1.703142076280888,1.7173241009435376,1.0332308654986524
