publication_id,target_passage_id,target_embedding_id,source_embedding_id,source_embedding_run_id
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0115f47f-347d-590b-aa53-f881578a0698,2e134e31-9115-51bc-bf57-e472c499342b,3ba58749-1fab-4a4c-875e-a7caa15870f3,f95a8f77-cf6c-4dc5-a986-ce2c67f7d891
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,01179f25-af07-5060-8fcb-7537a8c988e3,e52b1d2d-0dc5-52fc-91cb-3eb0bb7319f8,1ed1c146-765b-4d4b-a5c5-4130303d5265,c426feaa-1cc3-49c7-8faa-888ae2f90af9
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0117d6bf-ec95-51d4-8e70-7d374e46add9,c30687a6-5f75-5440-aca3-1093cae0b9d4,572ebfc5-edf5-46b6-a896-5425b330148c,75f5cb81-79a8-4276-bf77-e97203419c3d
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,011d9003-c385-5149-9e46-bedf98f32c42,83ba5e56-3592-52cc-9932-a7996bfa4d4b,28b6e53f-7e6b-4b40-bebb-785c3bbc6911,74c5d831-070f-4ae6-a59e-d88cee72750b
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,012113d2-3739-546e-bb0b-7c9655c6b319,4d797f55-7678-5216-8be6-cbd8cd7741a9,41844118-fe3e-4d7c-b364-4fcdf29924e4,d1517770-56a7-432c-a340-b1b61f2fe343
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,012357f4-09cd-5ff8-94ef-d50fa8d42e3c,f67c4b4d-a9c0-5755-a7d8-2aedecbb0209,2ae9a04a-4dd9-4da1-8f62-2c18272bd91b,6ec7e9db-38d7-4194-b153-52be06c39af9
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,012440c7-56a9-5eaf-a983-c09ae9914245,e37601a5-6b42-52e0-bc01-f024cea7ab57,f8c1f73f-bfe3-4129-93cf-f4dca96328eb,6a94602c-2c3f-4f13-8f83-5d2cfd63799a
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0128c61a-ad70-5862-8ff3-2da982375c2b,dd0f0f75-61df-548f-babf-02b4df18f563,41b0751c-7a4f-40a6-80bf-22f25cb17deb,f95a8f77-cf6c-4dc5-a986-ce2c67f7d891
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,01298861-69cb-5f2a-8c55-85062f9a2d9c,65e4fdf3-90ce-55f2-898c-34d886547365,f6456d08-bee8-4cd4-96c8-48d81eef6f47,d1517770-56a7-432c-a340-b1b61f2fe343
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0129b6af-c9a1-5696-9e31-08006a0f4585,df05972c-88b8-5395-87c0-21afecfa4eff,e1f22e85-50df-4685-97d1-8142e599c854,cc226ef3-b3fb-45d8-94d4-8f0fd7b80529
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0129ee7a-7806-575d-82ff-fc842248ea3f,c055a913-aa12-55a6-8451-0d3629e1d42d,7f927930-be5b-48f0-9068-bc8b74cdaa50,faf17e5b-5744-4274-b339-91fa5eb172f3
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,012b52f6-ea30-5a2b-9809-68220bf04e94,5f89a08a-1bc4-58e5-8b75-1a10cbc041e7,f14b2926-7729-4274-bad8-be0d0dfdbc30,4e7fe537-33fc-4490-9ee4-d51d6b3bbd7d
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,012e8e5e-da7a-50b9-a4a5-6ec6e20d9bd1,7042aa51-3d8c-5bce-82b8-7c2008dce0c4,4b07ef9b-7c9b-407c-9815-e2d90d3aecb8,faf17e5b-5744-4274-b339-91fa5eb172f3
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,012fca2c-e078-5179-b55e-3edb2a7259b8,33b4f905-3c62-5d00-ade4-4a22649b72fc,a0dc1d2a-6c11-4d3a-90d8-9f58c076537b,74c5d831-070f-4ae6-a59e-d88cee72750b
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,013358fe-1ce9-529a-845c-d21c06c55398,fedc6a73-e73a-5292-a71e-1c09109c5594,cdde04cc-47e7-4c70-a967-8fbce96b4e53,277bca85-6ba1-49f7-94fe-29ca70c944d6
66af4ec3-aa5d-5ac1-97c2-27ef7319a318,0135be8d-1b1d-5895-9147-ca73146fee96,034ee878-b015-5064-92d9-b08df8a143be,3a2b22e9-3ee9-4192-8139-6aa62d60cbb4,faf17e5b-5744-4274-b339-91fa5eb172f3
